,Target
8596,3
8597,3
8598,4
8599,4
8600,4
8601,3
8602,3
8603,3
8604,3
8605,2
8606,2
8607,2
8608,2
8609,2
8610,4
8611,4
8612,4
8613,4
8614,4
8615,3
8616,3
8617,3
8618,3
8619,3
8620,4
8621,4
8622,4
8623,4
8624,4
8625,2
8626,2
8627,2
8628,2
8629,1
8630,2
8631,3
8632,4
8633,4
8634,4
8635,4
8636,3
8637,3
8638,3
8639,3
8640,3
8641,4
8642,4
8643,4
8644,1
8645,1
8646,1
8647,1
8648,4
8649,4
8650,2
8651,2
8652,2
8653,3
8654,3
8655,3
8656,3
8657,2
8658,2
8659,2
8660,2
8661,2
8662,2
8663,2
8664,2
8665,2
8666,2
8667,2
8668,4
8669,4
8670,4
8671,4
8672,4
8673,4
8674,4
8675,4
8676,4
8677,4
8678,4
8679,4
8680,2
8681,2
8682,2
8683,2
8684,2
8685,3
8686,3
8687,3
8688,3
8689,4
8690,4
8691,4
8692,4
8693,4
8694,4
8695,4
8696,2
8697,2
8698,2
8699,2
8700,2
8701,2
8702,4
8703,4
8704,4
8705,4
8706,4
8707,4
8708,4
8709,4
8710,4
8711,4
8712,4
8713,4
8714,4
8715,1
8716,1
8717,1
8718,1
8719,4
8720,4
8721,4
8722,4
8723,4
8724,4
8725,4
8726,3
8727,3
8728,3
8729,4
8730,4
8731,4
8732,4
8733,4
8734,4
8735,2
8736,2
8737,2
8738,2
8739,2
8740,4
8741,4
8742,2
8743,2
8744,2
8745,2
8746,2
8747,2
8748,2
8749,2
8750,2
8751,4
8752,4
8753,4
8754,4
8755,4
8756,4
8757,4
8758,4
8759,4
8760,3
8761,3
8762,3
8763,3
8764,4
8765,3
8766,3
8767,4
8768,4
8769,4
8770,4
8771,4
8772,4
8773,4
8774,4
8775,4
8776,4
8777,4
8778,2
8779,2
8780,2
8781,4
8782,4
8783,4
8784,2
8785,2
8786,2
8787,3
8788,2
8789,2
8790,1
8791,4
8792,4
8793,4
8794,4
8795,4
8796,4
8797,4
8798,4
8799,4
8800,4
8801,4
8802,2
8803,2
8804,2
8805,2
8806,3
8807,4
8808,4
8809,4
8810,4
8811,4
8812,4
8813,4
8814,4
8815,4
8816,3
8817,3
8818,3
8819,3
8820,3
8821,4
8822,4
8823,3
8824,3
8825,3
8826,3
8827,3
8828,3
8829,4
8830,4
8831,4
8832,4
8833,1
8834,1
8835,4
8836,2
8837,2
8838,2
8839,2
8840,1
8841,1
8842,1
8843,4
8844,4
8845,4
8846,4
8847,4
8848,4
8849,4
8850,4
8851,4
8852,4
8853,4
8854,4
8855,4
8856,4
8857,1
8858,1
8859,1
8860,1
8861,1
8862,1
8863,1
8864,4
8865,4
8866,4
8867,4
8868,4
8869,4
8870,4
8871,4
8872,4
8873,4
8874,3
8875,3
8876,3
8877,3
8878,3
8879,3
8880,4
8881,4
8882,4
8883,4
8884,4
8885,4
8886,4
8887,4
8888,4
8889,4
8890,4
8891,4
8892,4
8893,4
8894,4
8895,4
8896,4
8897,4
8898,3
8899,3
8900,3
8901,4
8902,4
8903,4
8904,4
8905,4
8906,4
8907,4
8908,4
8909,4
8910,4
8911,4
8912,4
8913,4
8914,4
8915,4
8916,4
8917,4
8918,4
8919,4
8920,4
8921,4
8922,4
8923,4
8924,4
8925,4
8926,4
8927,4
8928,4
8929,4
8930,4
8931,4
8932,1
8933,4
8934,4
8935,4
8936,4
8937,4
8938,2
8939,2
8940,2
8941,3
8942,3
8943,3
8944,2
8945,2
8946,3
8947,3
8948,3
8949,3
8950,3
8951,3
8952,3
8953,2
8954,2
8955,2
8956,2
8957,2
8958,2
8959,2
8960,2
8961,2
8962,2
8963,2
8964,2
8965,2
8966,2
8967,2
8968,2
8969,2
8970,2
8971,2
8972,2
8973,2
8974,2
8975,4
8976,4
8977,4
8978,4
8979,4
8980,4
8981,4
8982,4
8983,4
8984,4
8985,4
8986,4
8987,4
8988,4
8989,4
8990,4
8991,4
8992,4
8993,2
8994,2
8995,2
8996,2
8997,4
8998,4
8999,4
9000,2
9001,2
9002,2
9003,2
9004,4
9005,4
9006,3
9007,4
9008,2
9009,2
9010,2
9011,2
9012,2
9013,2
9014,2
9015,2
9016,2
9017,4
9018,4
9019,4
9020,1
9021,2
9022,1
9023,4
9024,4
9025,4
9026,4
9027,4
9028,4
9029,4
9030,4
9031,4
9032,4
9033,4
9034,4
9035,2
9036,2
9037,2
9038,2
9039,2
9040,2
9041,2
9042,2
9043,4
9044,4
9045,4
9046,4
9047,4
9048,4
9049,4
9050,4
9051,4
9052,4
9053,4
9054,4
9055,4
9056,4
9057,4
9058,4
9059,4
9060,4
9061,4
9062,4
9063,3
9064,3
9065,3
9066,3
9067,3
9068,3
9069,3
9070,3
9071,4
9072,4
9073,4
9074,4
9075,4
9076,4
9077,4
9078,4
9079,4
9080,4
9081,4
9082,4
9083,4
9084,4
9085,4
9086,4
9087,3
9088,3
9089,3
9090,3
9091,3
9092,2
9093,2
9094,2
9095,2
9096,2
9097,4
9098,3
9099,2
9100,2
9101,4
9102,4
9103,2
9104,2
9105,2
9106,2
9107,2
9108,1
9109,2
9110,4
9111,4
9112,4
9113,4
9114,4
9115,4
9116,4
9117,4
9118,4
9119,4
9120,4
9121,4
9122,4
9123,4
9124,2
9125,2
9126,2
9127,2
9128,4
9129,4
9130,4
9131,4
9132,4
9133,4
9134,4
9135,4
9136,2
9137,2
9138,2
9139,4
9140,4
9141,4
9142,4
9143,4
9144,4
9145,4
9146,4
9147,4
9148,4
9149,4
9150,4
9151,4
9152,4
9153,4
9154,4
9155,4
9156,4
9157,4
9158,4
9159,4
9160,4
9161,3
9162,4
9163,4
9164,4
9165,4
9166,4
9167,1
9168,4
9169,4
9170,4
9171,4
9172,4
9173,4
9174,4
9175,4
9176,4
9177,4
9178,4
9179,4
9180,4
9181,4
9182,4
9183,4
9184,2
9185,2
9186,2
9187,2
9188,2
9189,2
9190,2
9191,2
9192,4
9193,4
9194,4
9195,4
9196,4
9197,4
9198,4
9199,4
9200,4
9201,4
9202,4
9203,4
9204,2
9205,2
9206,4
9207,4
9208,4
9209,4
9210,4
9211,4
9212,4
9213,4
9214,4
9215,4
9216,4
9217,4
9218,4
9219,4
9220,4
9221,4
9222,4
9223,4
9224,4
9225,4
9226,4
9227,4
9228,4
9229,4
9230,4
9231,4
9232,4
9233,4
9234,4
9235,4
9236,4
9237,3
9238,3
9239,3
9240,3
9241,3
9242,3
9243,3
9244,3
9245,3
9246,4
9247,4
9248,4
9249,4
9250,4
9251,4
9252,4
9253,4
9254,4
9255,4
9256,4
9257,4
9258,4
9259,4
9260,4
9261,4
9262,4
9263,4
9264,4
9265,4
9266,4
9267,4
9268,4
9269,4
9270,4
9271,3
9272,3
9273,3
9274,3
9275,3
9276,3
9277,3
9278,2
9279,2
9280,2
9281,2
9282,3
9283,3
9284,3
9285,3
9286,2
9287,4
9288,4
9289,4
9290,4
9291,4
9292,4
9293,4
9294,4
9295,4
9296,4
9297,4
9298,4
9299,1
9300,1
9301,1
9302,1
9303,1
9304,1
9305,4
9306,4
9307,4
9308,4
9309,4
9310,4
9311,4
9312,4
9313,4
9314,4
9315,4
9316,4
9317,4
9318,4
9319,4
9320,4
9321,1
9322,1
9323,2
9324,2
9325,2
9326,3
9327,3
9328,3
9329,3
9330,3
9331,3
9332,3
9333,3
9334,3
9335,3
9336,3
9337,1
9338,1
9339,3
9340,3
9341,3
9342,3
9343,1
9344,1
9345,1
9346,1
9347,4
9348,4
9349,4
9350,4
9351,2
9352,2
9353,2
9354,2
9355,2
9356,2
9357,4
9358,4
9359,4
9360,4
9361,4
9362,4
9363,3
9364,3
9365,2
9366,3
9367,2
9368,2
9369,3
9370,3
9371,3
9372,3
9373,3
9374,3
9375,3
9376,3
9377,4
9378,4
9379,4
9380,4
9381,4
9382,4
9383,4
9384,2
9385,2
9386,2
9387,2
9388,2
9389,2
9390,2
9391,2
9392,1
9393,1
9394,1
9395,1
9396,4
9397,4
9398,4
9399,2
9400,2
9401,1
9402,1
9403,1
9404,2
9405,2
9406,2
9407,4
9408,4
9409,4
9410,1
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,2
9420,2
9421,2
9422,4
9423,4
9424,4
9425,4
9426,1
9427,1
9428,1
9429,1
9430,2
9431,2
9432,2
9433,2
9434,2
9435,2
9436,1
9437,1
9438,1
9439,1
9440,4
9441,4
9442,4
9443,4
9444,4
9445,3
9446,3
9447,3
9448,3
9449,3
9450,3
9451,3
9452,4
9453,4
9454,4
9455,4
9456,2
9457,4
9458,1
9459,1
9460,1
9461,2
9462,2
9463,2
9464,2
9465,2
9466,2
9467,2
9468,2
9469,2
9470,1
9471,2
9472,2
9473,2
9474,2
9475,3
9476,4
9477,4
9478,1
9479,1
9480,1
9481,1
9482,4
9483,4
9484,3
9485,3
9486,2
9487,2
9488,2
9489,4
9490,4
9491,4
9492,3
9493,4
9494,4
9495,4
9496,4
9497,4
9498,4
9499,4
9500,4
9501,3
9502,4
9503,1
9504,1
9505,4
9506,4
9507,4
9508,4
9509,1
9510,1
9511,4
9512,4
9513,4
9514,4
9515,4
9516,4
9517,3
9518,3
9519,4
9520,4
9521,4
9522,4
9523,4
9524,4
9525,4
9526,4
9527,4
9528,4
9529,3
9530,1
9531,2
9532,2
9533,2
9534,2
9535,2
9536,2
9537,2
9538,2
9539,2
9540,4
9541,4
9542,4
9543,4
9544,4
9545,2
9546,2
9547,2
9548,2
9549,2
9550,2
9551,2
