,hacdor,rooms,hacapo,v14a,refrig,v18q,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisonatur,pisomadera,techozinc,techoentrepiso,techocane,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco9,parentesco10,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel3,instlevel4,instlevel5,instlevel6,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
7973,0,7,0,1,1,0,0,2,2,0,1,1,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0.0,11,0,13.666667000000002,0,0,0,1,0,0,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,52,121,2704,9,121,0,1.0,0.0,186.77778999999998,2704
7974,0,7,0,1,1,0,0,2,2,0,1,1,0,3,3,3,3,17,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0.0,11,0,13.666667000000002,0,0,0,0,0,1,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,50,289,2500,9,121,0,1.0,0.0,186.77778999999998,2500
7975,0,4,0,1,1,0,0,1,1,0,0,0,0,1,1,1,4,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,6,0,6.0,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,39,36,1521,1,36,0,4.0,0.0,36.0,1521
7976,0,6,0,1,0,0,0,3,3,1,1,2,1,4,5,5,5,15,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,5,0.66666669,6,0,9.666667,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,30,225,900,25,36,4,2.7777777,0.44444448,93.44445,900
7977,0,6,0,1,0,0,0,3,3,1,1,2,1,4,5,5,5,8,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,5,0.66666669,6,0,9.666667,0,0,0,0,1,0,3,1.6666666,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,50,64,2500,25,36,4,2.7777777,0.44444448,93.44445,2500
7978,0,6,0,1,0,0,0,3,3,1,1,2,1,4,5,5,5,6,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,0,5,0.66666669,6,0,9.666667,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,53,36,2809,25,36,4,2.7777777,0.44444448,93.44445,2809
7979,0,6,0,1,0,0,0,3,3,1,1,2,1,4,5,5,5,7,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,5,0.66666669,6,0,9.666667,0,0,1,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,16,49,256,25,36,4,2.7777777,0.44444448,93.44445,256
7980,0,6,0,1,0,0,0,3,3,1,1,2,1,4,5,5,5,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,5,0.66666669,6,0,9.666667,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,9,4,81,25,36,4,2.7777777,0.44444448,93.44445,81
7981,1,3,0,1,0,0,0,2,2,0,2,2,0,4,4,4,4,6,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,4,3.0,0,5,13.0,0,1,0,0,0,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13,36,169,16,0,9,16.0,9.0,169.0,169
7982,1,3,0,1,0,0,0,2,2,0,2,2,0,4,4,4,4,8,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,4,3.0,0,5,13.0,0,0,1,0,0,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,18,64,324,16,0,9,16.0,9.0,169.0,324
7983,1,3,0,1,0,0,0,2,2,0,2,2,0,4,4,4,4,5,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,4,3.0,0,5,13.0,0,0,0,0,0,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,43,25,1849,16,0,9,16.0,9.0,169.0,1849
7984,1,3,0,1,0,0,0,2,2,0,2,2,0,4,4,4,4,8,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,4,3.0,0,5,13.0,0,0,1,0,0,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,15,64,225,16,0,9,16.0,9.0,169.0,225
7985,0,4,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,9,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,5,4.0,0,9,4.5,0,0,1,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,30,81,900,25,0,9,6.25,16.0,20.25,900
7986,0,4,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,4,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,1,5,4.0,0,9,4.5,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,12,16,144,25,0,9,6.25,16.0,20.25,144
7987,0,4,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,5,4.0,0,9,4.5,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,79,0,6241,25,0,9,6.25,16.0,20.25,6241
7988,0,4,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,5,4.0,0,9,4.5,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,3,0,9,25,0,9,6.25,16.0,20.25,9
7989,0,4,0,1,1,0,0,1,1,2,2,4,2,3,5,5,5,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,5,4.0,0,9,4.5,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,1,25,0,9,6.25,16.0,20.25,1
7990,0,5,0,1,1,0,2,1,3,0,4,4,2,5,7,7,7,14,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,0,7,0.40000001,0,8,9.8000002,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,32,196,1024,49,0,4,5.4444442,0.16000001,96.040001,1024
7991,0,5,0,1,1,0,2,1,3,0,4,4,2,5,7,7,7,8,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,0,7,0.40000001,0,8,9.8000002,0,0,1,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,54,64,2916,49,0,4,5.4444442,0.16000001,96.040001,2916
7992,0,5,0,1,1,0,2,1,3,0,4,4,2,5,7,7,7,12,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,0,7,0.40000001,0,8,9.8000002,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,24,144,576,49,0,4,5.4444442,0.16000001,96.040001,576
7993,0,5,0,1,1,0,2,1,3,0,4,4,2,5,7,7,7,0,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,0.40000001,0,8,9.8000002,1,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,7,0,49,49,0,4,5.4444442,0.16000001,96.040001,49
7994,0,5,0,1,1,0,2,1,3,0,4,4,2,5,7,7,7,0,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,0.40000001,0,8,9.8000002,1,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,2,0,4,49,0,4,5.4444442,0.16000001,96.040001,4
7995,0,5,0,1,1,0,2,1,3,0,4,4,2,5,7,7,7,7,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,0.40000001,0,8,9.8000002,0,0,1,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,30,49,900,49,0,4,5.4444442,0.16000001,96.040001,900
7996,0,5,0,1,1,0,2,1,3,0,4,4,2,5,7,7,7,8,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,7,0.40000001,0,8,9.8000002,0,0,1,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,27,64,729,49,0,4,5.4444442,0.16000001,96.040001,729
7997,0,4,0,1,1,0,0,2,2,1,1,2,1,3,4,4,4,6,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,1.0,0,11,8.5,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,1,0,37,36,1369,16,0,4,4.0,1.0,72.25,1369
7998,0,4,0,1,1,0,0,2,2,1,1,2,1,3,4,4,4,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,0,11,8.5,1,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,1,0,5,0,25,16,0,4,4.0,1.0,72.25,25
7999,0,4,0,1,1,0,0,2,2,1,1,2,1,3,4,4,4,7,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,0,11,8.5,0,0,1,0,0,0,2,2.0,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,1,0,13,49,169,16,0,4,4.0,1.0,72.25,169
8000,0,4,0,1,1,0,0,2,2,1,1,2,1,3,4,4,4,11,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,0,11,8.5,0,0,0,1,0,0,2,2.0,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,1,0,32,121,1024,16,0,4,4.0,1.0,72.25,1024
8001,0,6,0,1,1,0,0,2,2,0,0,0,0,2,2,2,2,5,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,5,0,8.0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,63,25,3969,4,25,0,1.0,0.0,64.0,3969
8002,0,6,0,1,1,0,0,2,2,0,0,0,0,2,2,2,2,11,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0.0,5,0,8.0,0,0,0,1,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,21,121,441,4,25,0,1.0,0.0,64.0,441
8003,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,2,0,3.5,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,64,25,4096,4,4,0,1.0,0.0,12.25,4096
8004,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,2,0,3.5,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,60,4,3600,4,4,0,1.0,0.0,12.25,3600
8005,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,3,0,4.5,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,54,9,2916,4,9,0,1.0,0.0,20.25,2916
8006,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,6,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,3,0,4.5,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,64,36,4096,4,9,0,1.0,0.0,20.25,4096
8007,0,4,0,1,1,0,2,0,2,0,2,2,2,2,4,4,4,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,0,0,3.0,1,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,45,0,2025,16,0,4,4.0,1.0,9.0,2025
8008,0,4,0,1,1,0,2,0,2,0,2,2,2,2,4,4,4,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,0,0,3.0,1,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,2,0,4,16,0,4,4.0,1.0,9.0,4
8009,0,4,0,1,1,0,2,0,2,0,2,2,2,2,4,4,4,6,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,0,0,3.0,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,24,36,576,16,0,4,4.0,1.0,9.0,576
8010,0,4,0,1,1,0,2,0,2,0,2,2,2,2,4,4,4,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,0,0,3.0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,8,1,64,16,0,4,4.0,1.0,9.0,64
8011,0,5,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,9,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,0,6,8.5,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,17,81,289,16,0,4,1.7777778999999998,1.0,72.25,289
8012,0,5,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,0,6,8.5,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,3,0,9,16,0,4,1.7777778999999998,1.0,72.25,9
8013,0,5,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,6,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,0,6,8.5,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,42,36,1764,16,0,4,1.7777778999999998,1.0,72.25,1764
8014,0,5,0,1,1,0,1,1,2,0,2,2,1,3,4,4,4,11,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,0,6,8.5,0,0,0,1,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,27,121,729,16,0,4,1.7777778999999998,1.0,72.25,729
8015,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,6,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,6,0,6.0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,57,36,3249,4,36,0,1.0,0.0,36.0,3249
8016,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,6,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,6,0,6.0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,51,36,2601,4,36,0,1.0,0.0,36.0,2601
8017,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,8,0,9.5,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,1,0,23,121,529,4,64,0,1.0,0.0,90.25,529
8018,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,2,8,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,8,0,9.5,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,1,0,25,64,625,4,64,0,1.0,0.0,90.25,625
8019,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0.0,1,0,0,0,0,0,1,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,62,0,3844,1,0,0,1.0,0.0,0.0,3844
8020,0,3,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,3,2.0,5,0,7.333333500000001,0,0,0,1,0,0,2,1.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,50,121,2500,9,25,0,2.25,4.0,53.777779,2500
8021,0,3,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,2.0,5,0,7.333333500000001,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,76,36,5776,9,25,0,2.25,4.0,53.777779,5776
